;Base de données écrit par L.BOUQUILLON le 25.03.97
;Modifié le <???>
;Objet : UPN.
;h  ;b  ;a  ;e   ;r   ;r1 ;h1
080;045;06.0;08.0;08.0;4.0;046
100;050;06.0;08.5;08.5;4.5;064
120;055;07.0;09.0;09.0;4.5;082
140;060;07.0;10.0;10.0;5.0;098
160;065;07.5;10.5;10.5;5.5;115
180;070;08.0;11.0;11.0;5.5;133
200;075;08.5;11.5;11.5;6.0;151
220;080;09.0;12.5;12.5;6.5;167
240;085;09.5;13.0;13.0;6.5;184
260;090;10.0;14.0;14.0;7.0;200
280;095;10.0;15.0;15.0;7.5;215
300;100;10.0;16.0;16.0;8.0;232
